Município;2020/Jan;2020/Fev;2020/Mar;2020/Abr;2020/Mai;2020/Jun;2020/Jul;2020/Ago;2020/Set;2020/Out
350920 Cajamar;149;149;149;171;171;147;147;147;147;147
350930 Cajobi;32;32;32;32;32;32;32;32;32;32
350940 Cajuru;140;140;140;140;140;140;140;140;140;140
350950 Campinas;2586;2610;2605;2646;2679;2710;2732;2732;2654;2659
350960 Campo Limpo Paulista;68;68;68;68;68;68;68;68;68;68
350970 Campos do Jordão;201;201;201;201;201;201;201;201;201;201
351000 Cândido Mota;30;30;30;30;30;30;30;30;30;30
351020 Capão Bonito;58;58;56;50;50;50;50;50;50;50
351030 Capela do Alto;59;59;59;59;59;59;59;59;59;59
351040 Capivari;93;93;105;106;106;106;100;100;100;100
351050 Caraguatatuba;165;165;336;336;336;436;416;257;257;257
351060 Carapicuíba;270;270;270;297;297;297;297;297;270;270
351070 Cardoso;31;31;31;31;31;31;31;31;31;31
351080 Casa Branca;372;372;372;372;372;372;372;372;372;372
351100 Castilho;31;31;31;31;31;31;31;31;31;31
351110 Catanduva;588;588;588;610;610;610;598;596;594;594
351130 Cedral;50;50;50;50;50;50;50;50;50;50
351140 Cerqueira César;39;39;39;39;39;39;39;39;39;39
351150 Cerquilho;32;32;52;52;52;52;45;45;45;45
351160 Cesário Lange;22;22;22;22;22;22;22;22;22;22
351170 Charqueada;33;33;33;33;33;33;33;33;33;33
355720 Chavantes;50;50;50;50;50;50;50;50;50;50
351190 Clementina;30;30;30;24;24;24;24;24;24;24
351200 Colina;47;47;47;47;47;47;47;47;47;47
351210 Colômbia;20;20;20;20;20;20;20;20;20;20
351220 Conchal;52;52;52;52;52;52;52;52;52;52
351230 Conchas;32;12;12;12;12;12;12;12;12;12
351260 Coronel Macedo;6;6;6;6;6;6;6;6;6;6
351280 Cosmópolis;68;68;68;65;65;71;71;71;71;71
351300 Cotia;667;667;667;715;466;519;519;519;519;519
351310 Cravinhos;15;15;15;15;15;15;15;15;15;15
351340 Cruzeiro;103;103;103;103;157;157;160;142;142;143
351350 Cubatão;118;118;82;82;130;130;130;112;133;133
351360 Cunha;40;40;40;40;40;40;40;40;40;40
351370 Descalvado;40;40;56;58;58;60;68;68;68;68
351380 Diadema;624;624;624;639;620;620;642;642;642;642
351390 Divinolândia;186;186;186;194;194;194;194;194;194;194
351410 Dois Córregos;67;67;67;67;67;67;67;67;67;67
351430 Dourado;14;14;14;14;14;10;10;10;10;10
351440 Dracena;143;143;143;143;143;143;143;143;143;143
351450 Duartina;87;87;87;87;87;87;87;87;87;87
351480 Eldorado;2;2;2;2;2;2;2;2;2;2
351490 Elias Fausto;6;6;6;6;6;6;6;6;6;6
351500 Embu das Artes;244;244;284;284;284;284;284;244;244;244
351510 Embu-Guaçu;17;17;17;17;17;17;17;17;17;17
351518 Espírito Santo do Pinhal;453;453;453;453;453;453;453;453;453;453
351520 Estrela d'Oeste;66;66;37;37;37;37;37;37;37;37
351540 Fartura;20;20;20;20;20;20;20;20;20;20
351550 Fernandópolis;135;135;135;135;135;135;135;135;135;135
351570 Ferraz de Vasconcelos;189;189;189;209;209;209;209;209;209;209
351600 Flórida Paulista;47;47;47;47;47;47;47;47;47;47
351620 Franca;739;737;737;737;757;695;719;753;753;729
351630 Francisco Morato;98;98;147;158;164;164;164;164;164;164
351640 Franco da Rocha;693;693;733;725;701;701;701;701;661;661
351660 Gália;45;45;45;45;45;45;45;45;45;45
351670 Garça;281;281;281;280;280;280;280;280;280;280
351690 General Salgado;32;32;28;28;28;28;28;28;28;28
351700 Getulina;48;48;48;48;48;48;48;48;48;38
351740 Guaíra;61;61;61;61;61;61;61;61;61;61
351760 Guapiara;27;27;27;27;27;27;27;27;27;27
351770 Guará;50;50;50;48;48;48;48;48;48;48
351780 Guaraçaí;23;23;23;23;23;23;23;23;23;23
351820 Guararapes;74;74;74;74;74;74;74;74;74;74
351830 Guararema;35;35;35;35;35;35;35;35;35;35
351840 Guaratinguetá;265;265;265;265;265;265;285;269;269;269
351860 Guariba;66;66;66;66;66;71;71;71;71;71
351870 Guarujá;336;365;385;455;435;435;435;435;435;435
351880 Guarulhos;1987;2010;2009;2097;2101;2099;2099;2099;2099;2062
351900 Herculândia;58;58;58;58;58;58;58;58;58;58
351907 Hortolândia;100;100;100;100;100;100;100;100;100;100
351910 Iacanga;30;30;30;30;30;30;30;30;30;30
351930 Ibaté;27;27;27;27;27;27;27;27;27;27
351940 Ibirá;27;27;27;27;27;27;27;27;27;27
351960 Ibitinga;103;103;103;103;103;103;103;103;103;103
351970 Ibiúna;172;172;207;207;223;216;202;202;202;202
351990 Iepê;18;18;18;18;18;18;18;18;18;18
352010 Igarapava;60;60;60;60;60;47;47;47;47;47
352020 Igaratá;8;8;8;8;8;8;8;8;8;8
352030 Iguape;9;9;9;9;9;9;9;9;9;9
352044 Ilha Solteira;116;116;116;116;116;116;116;116;116;116
352040 Ilhabela;51;51;71;65;65;55;55;55;55;45
352050 Indaiatuba;350;350;350;350;350;350;350;350;350;350
352070 Indiaporã;36;36;36;36;36;36;36;36;36;36
352090 Ipaussu;49;49;49;49;49;49;49;49;49;49
352100 Iperó;15;15;15;15;15;15;15;15;15;15
352130 Ipuã;49;49;49;49;49;49;49;39;39;39
352140 Iracemápolis;3;3;3;3;3;3;3;3;3;3
352170 Itaberá;19;19;19;19;19;19;19;19;19;19
352180 Itaí;35;35;35;35;35;35;35;35;35;35
352190 Itajobi;50;50;50;50;50;50;50;50;50;50
352210 Itanhaém;131;131;131;131;131;131;131;131;135;141
352220 Itapecerica da Serra;583;583;583;589;589;589;589;589;589;589
352230 Itapetininga;142;142;142;142;152;152;152;152;152;152
352240 Itapeva;134;134;134;134;134;134;134;134;134;134
352250 Itapevi;307;307;340;344;344;344;344;344;344;334
352260 Itapira;987;987;986;1006;1015;1009;1009;1006;1006;1093
352270 Itápolis;76;76;76;76;65;65;65;65;65;65
352280 Itaporanga;46;46;46;46;46;46;46;46;46;46
352290 Itapuí;30;30;30;30;30;30;30;30;30;30
352310 Itaquaquecetuba;224;224;224;229;229;229;247;247;247;247
352320 Itararé;80;80;80;80;81;81;81;81;81;81
352340 Itatiba;120;120;120;120;120;120;120;120;120;120
352350 Itatinga;14;14;14;14;14;14;14;14;14;14
352360 Itirapina;25;25;25;23;23;23;22;22;22;22
352390 Itu;389;389;389;419;419;419;410;361;361;361
352400 Itupeva;86;86;86;113;109;109;104;101;74;74
352410 Ituverava;120;120;120;120;120;120;120;120;120;120
352420 Jaborandi;17;17;17;17;17;17;17;17;17;17
352430 Jaboticabal;212;212;212;212;212;212;212;212;212;212
352440 Jacareí;404;404;363;363;403;403;403;403;403;377
352450 Jaci;216;216;216;216;216;216;206;206;206;206
352470 Jaguariúna;80;80;80;92;80;80;80;80;94;94
352480 Jales;151;151;151;151;151;151;151;151;151;151
352500 Jandira;15;15;15;25;25;36;35;25;25;25
352520 Jarinu;29;29;29;29;29;29;29;29;29;29
352530 Jaú;895;895;895;895;895;895;895;895;895;895
352550 Joanópolis;11;11;11;11;11;11;11;11;11;11
352570 José Bonifácio;53;53;53;53;53;53;53;53;53;53
352590 Jundiaí;824;824;796;772;796;795;795;773;775;773
352600 Junqueirópolis;52;52;52;52;52;52;52;52;52;52
352620 Juquitiba;59;59;59;11;11;11;8;8;8;8
352640 Laranjal Paulista;46;46;46;46;46;46;46;46;46;46
352670 Leme;122;122;122;122;122;122;122;122;122;122
352680 Lençóis Paulista;88;88;88;88;88;88;88;88;88;88
352690 Limeira;377;377;393;393;393;386;393;393;393;381
352710 Lins;428;428;428;428;428;428;428;428;449;449
352720 Lorena;164;178;178;175;175;175;175;175;170;170
352730 Louveira;36;36;36;36;82;82;82;82;82;56
352740 Lucélia;15;15;15;13;32;32;32;32;32;32
352770 Luiziânia;3;3;3;3;3;3;3;3;3;3
352800 Macatuba;31;31;31;31;31;31;31;31;31;31
352810 Macaubal;18;18;18;18;18;18;18;18;18;18
352850 Mairiporã;47;47;47;77;77;77;77;77;77;77
352880 Maracaí;26;26;26;26;26;26;26;26;26;26
352900 Marília;827;827;827;867;867;867;867;867;867;867
352920 Martinópolis;35;35;35;45;45;45;45;45;45;45
352930 Matão;162;162;162;162;162;162;162;162;162;182
352940 Mauá;402;402;402;432;432;432;432;432;432;432
352970 Miguelópolis;66;66;66;66;66;66;66;74;74;74
352980 Mineiros do Tietê;11;11;11;11;11;11;11;11;11;11
353010 Mirandópolis;68;68;68;68;68;68;68;68;68;68
353030 Mirassol;81;81;81;81;81;81;81;81;81;81
353050 Mococa;135;135;135;135;135;125;125;125;125;125
353060 Mogi das Cruzes;896;896;896;978;1077;1077;1077;1077;877;877
353070 Mogi Guaçu;333;333;333;333;409;409;409;409;372;372
353080 Mogi Mirim;213;213;213;214;213;211;211;196;196;196
353110 Mongaguá;36;36;36;36;36;36;36;36;36;36
353130 Monte Alto;109;109;109;109;109;109;109;109;109;109
353140 Monte Aprazível;80;80;80;80;80;80;80;80;80;80
353150 Monte Azul Paulista;70;70;70;70;70;70;70;70;70;70
353180 Monte Mor;35;35;35;35;35;35;35;35;35;35
353190 Morro Agudo;45;45;45;45;45;45;45;45;32;32
353200 Morungaba;19;19;19;19;19;19;19;19;19;19
353240 Nazaré Paulista;20;20;20;20;20;20;20;20;20;20
353250 Neves Paulista;21;21;21;21;21;21;21;21;21;21
353260 Nhandeara;129;129;129;129;129;129;129;129;129;129
353290 Nova Europa;12;12;12;12;12;12;18;18;18;18
353300 Nova Granada;62;62;62;62;62;62;62;62;62;62
353340 Nova Odessa;53;53;83;65;65;65;65;65;65;67
353350 Novo Horizonte;105;105;105;105;105;105;105;105;95;95
353390 Olímpia;79;79;79;79;79;79;79;79;79;79
353430 Orlândia;98;98;98;98;98;98;98;118;118;118
353440 Osasco;878;878;880;970;970;970;957;957;957;957
353460 Osvaldo Cruz;77;77;77;71;71;71;71;71;71;71
353470 Ourinhos;136;136;136;186;186;204;204;204;204;204
353475 Ouroeste;33;33;33;33;33;33;33;33;33;33
353490 Pacaembu;37;37;37;37;37;37;37;37;37;37
353520 Palmeira d'Oeste;20;20;20;20;20;20;20;20;20;20
353530 Palmital;54;54;54;41;41;41;41;41;41;41
353540 Panorama;36;36;36;36;36;36;31;31;31;31
353550 Paraguaçu Paulista;97;97;97;97;97;97;97;97;97;97
353580 Paranapanema;30;30;30;13;13;13;13;13;13;13
353600 Parapuã;32;32;32;32;32;32;32;32;32;32
353620 Pariquera-Açu;150;150;149;149;166;166;149;166;166;166
353630 Patrocínio Paulista;35;35;35;35;35;35;35;35;35;35
353650 Paulínia;97;97;97;97;97;97;97;97;97;97
353660 Paulo de Faria;24;24;24;24;24;24;24;24;24;24
353670 Pederneiras;72;72;72;72;72;72;72;42;42;42
353700 Pedregulho;64;64;64;64;64;64;64;64;64;64
353710 Pedreira;98;98;98;98;98;98;98;98;98;98
353730 Penápolis;200;200;151;171;171;171;171;171;171;171
353740 Pereira Barreto;52;52;52;52;52;52;52;52;52;52
353760 Peruíbe;14;14;14;14;14;14;14;14;14;14
353780 Piedade;60;60;60;60;60;54;73;73;79;79
353790 Pilar do Sul;35;35;35;35;35;35;35;35;35;35
353800 Pindamonhangaba;254;254;254;254;269;269;269;269;274;274
353860 Piracaia;37;37;37;37;37;37;37;37;37;37
353870 Piracicaba;711;711;753;684;684;669;669;669;669;669
353880 Piraju;77;77;77;77;77;77;77;77;77;77
353890 Pirajuí;288;288;288;288;299;285;285;285;285;285
353900 Pirangi;41;41;41;41;41;41;41;41;41;41
353930 Pirassununga;151;151;151;151;151;151;151;173;173;173
353940 Piratininga;28;28;28;28;28;28;28;28;28;28
353950 Pitangueiras;50;50;50;50;50;50;50;50;50;50
353980 Poá;36;35;35;55;55;65;55;55;35;35
354000 Pompéia;19;18;18;18;18;18;18;18;18;18
354020 Pontal;45;45;45;45;45;45;54;45;45;45
354040 Populina;18;18;18;18;18;18;18;18;18;18
354060 Porto Feliz;51;51;51;51;60;60;60;60;60;60
354070 Porto Ferreira;55;55;55;55;65;65;65;65;65;55
354080 Potirendaba;31;31;31;31;31;31;31;31;31;31
354100 Praia Grande;212;212;507;507;500;515;515;515;515;427
354120 Presidente Bernardes;51;51;51;51;51;51;51;51;51;51
354130 Presidente Epitácio;78;78;78;78;78;78;78;78;78;78
354140 Presidente Prudente;1169;1169;1169;1127;1127;1127;1117;1117;1117;1117
354150 Presidente Venceslau;96;96;96;96;96;96;96;96;96;96
354160 Promissão;37;37;37;37;37;37;37;37;37;37
354190 Queluz;38;38;38;19;19;19;19;19;19;19
354220 Rancharia;103;103;103;103;103;103;103;103;103;103
354240 Regente Feijó;16;16;16;16;16;33;35;35;35;35
354260 Registro;181;181;181;186;197;197;197;197;197;197
354290 Ribeirão Bonito;17;17;17;17;17;17;24;24;24;24
354300 Ribeirão Branco;36;36;36;36;36;36;34;34;34;34
354330 Ribeirão Pires;164;164;164;198;198;198;198;198;198;198
354340 Ribeirão Preto;2183;2183;2203;2217;2203;2204;2204;2204;2203;2194
354380 Rinópolis;23;23;23;23;23;23;23;23;23;23
354390 Rio Claro;391;391;391;391;391;391;394;394;401;401
354400 Rio das Pedras;36;36;36;36;36;36;36;36;36;36
354420 Riolândia;36;36;36;36;36;36;36;36;36;36
354425 Rosana;57;57;57;57;57;57;57;57;57;80
354430 Roseira;54;54;54;54;54;54;54;54;54;54
354490 Sales Oliveira;30;30;30;30;30;30;30;30;30;30
354500 Salesópolis;19;19;19;19;19;19;19;19;19;19
354520 Salto;130;130;130;134;134;134;134;145;145;145
354530 Salto de Pirapora;48;48;48;48;48;48;48;48;48;48
354540 Salto Grande;34;34;34;34;34;34;34;34;34;34
354560 Santa Adélia;24;24;24;24;24;24;24;24;24;24
354580 Santa Bárbara d'Oeste;160;160;160;160;207;191;195;165;165;165
354630 Santa Cruz das Palmeiras;35;35;35;35;35;35;35;35;35;35
354640 Santa Cruz do Rio Pardo;96;96;96;96;96;96;96;96;96;96
354660 Santa Fé do Sul;82;82;82;82;82;82;80;80;80;80
354680 Santa Isabel;101;101;101;109;106;101;101;101;101;101
354690 Santa Lúcia;8;8;8;8;8;8;8;8;8;8
354700 Santa Maria da Serra;6;6;6;6;6;6;6;6;6;6
354750 Santa Rita do Passa Quatro;316;316;316;316;316;316;316;316;316;314
354760 Santa Rosa de Viterbo;32;32;32;32;32;32;32;32;32;32
354730 Santana de Parnaíba;30;30;30;77;169;169;93;93;77;41
354770 Santo Anastácio;56;56;56;56;56;56;56;56;56;56
354780 Santo André;1540;1540;1540;1720;1923;1943;1943;1943;1833;1833
354790 Santo Antônio da Alegria;19;19;19;19;19;19;19;19;19;19
354850 Santos;1701;1701;1998;1999;1999;1974;1918;1918;1918;1851
354860 São Bento do Sapucaí;40;40;40;40;40;40;40;40;40;40
354870 São Bernardo do Campo;1583;1668;1665;1908;1908;1903;1918;1918;1918;1918
354880 São Caetano do Sul;741;741;841;841;841;841;841;841;841;741
354890 São Carlos;436;436;453;453;453;453;453;453;453;463
354910 São João da Boa Vista;199;199;199;199;199;199;199;199;199;199
354940 São Joaquim da Barra;115;115;115;115;135;135;135;135;135;135
354970 São José do Rio Pardo;136;136;136;136;136;136;136;127;127;127
354980 São José do Rio Preto;1905;1905;1901;2090;2090;2090;2125;2099;2099;2099
354990 São José dos Campos;1659;1640;1652;1652;1622;1622;1645;1645;1645;1645
355000 São Luís do Paraitinga;25;25;25;25;25;25;25;25;25;25
355010 São Manuel;35;35;26;26;26;26;26;26;26;26
355020 São Miguel Arcanjo;50;50;48;48;48;48;48;48;48;48
355030 São Paulo;27861;27847;29312;28848;28987;28850;28846;29192;29239;29362
355040 São Pedro;62;62;88;88;88;62;62;62;62;62
355060 São Roque;97;97;97;109;127;127;127;127;127;127
355070 São Sebastião;101;101;101;357;357;231;231;137;137;137
355080 São Sebastião da Grama;30;30;30;30;30;30;30;30;30;30
355090 São Simão;40;40;40;40;40;40;40;40;40;40
355100 São Vicente;269;269;237;248;257;257;257;257;257;248
355160 Serra Negra;49;49;49;49;49;49;49;49;49;49
355150 Serrana;125;125;125;125;125;125;125;125;125;125
355170 Sertãozinho;162;162;162;162;162;151;136;134;134;134
355200 Silveiras;2;2;2;2;2;2;2;2;2;2
355210 Socorro;70;70;70;70;70;70;70;70;70;70
355220 Sorocaba;1429;1429;1421;1435;1455;1475;1510;1510;1480;1480
355230 Sud Mennucci;22;22;22;22;22;22;22;22;22;22
355240 Sumaré;177;177;177;177;177;177;197;197;197;197
355250 Suzano;139;139;139;209;221;221;221;221;217;147
355260 Tabapuã;30;30;30;30;30;30;30;30;30;30
355270 Tabatinga;35;35;35;35;35;35;35;35;35;35
355280 Taboão da Serra;495;495;485;549;579;579;528;511;537;537
355300 Taguaí;29;29;29;29;29;29;29;29;29;29
355320 Taiúva;4;4;4;4;4;4;4;4;4;4
355330 Tambaú;36;36;36;36;42;42;42;42;42;42
355340 Tanabi;72;72;72;72;72;72;72;72;72;72
355360 Tapiratiba;16;16;16;16;16;16;14;14;14;14
355370 Taquaritinga;124;124;124;124;124;124;124;124;124;124
355380 Taquarituba;49;49;49;49;49;49;49;49;49;49
355400 Tatuí;129;129;105;105;105;105;105;105;105;105
355410 Taubaté;509;509;509;522;552;552;543;543;543;558
355430 Teodoro Sampaio;58;58;58;58;58;58;58;58;58;58
355440 Terra Roxa;34;34;34;34;34;34;34;34;34;34
355450 Tietê;55;51;51;57;57;57;57;60;60;60
355470 Torrinha;20;20;20;20;20;20;20;20;20;20
355500 Tupã;446;446;446;446;446;446;446;446;446;446
355510 Tupi Paulista;48;48;48;48;48;48;48;48;48;48
355540 Ubatuba;92;92;92;92;92;130;130;130;130;130
355580 Urânia;26;26;26;26;26;26;26;26;26;26
355600 Urupês;34;34;34;34;34;34;34;34;34;34
355620 Valinhos;142;142;142;142;142;142;142;142;142;142
355630 Valparaíso;55;55;55;55;55;55;55;55;55;55
355640 Vargem Grande do Sul;50;50;50;50;58;58;58;58;58;58
355645 Vargem Grande Paulista;70;70;70;70;70;70;-;-;70;70
355650 Várzea Paulista;39;39;39;39;39;39;39;35;35;35
355660 Vera Cruz;72;72;72;72;72;72;72;72;72;72
355670 Vinhedo;85;85;85;85;85;85;85;85;85;85
355680 Viradouro;48;48;48;48;48;48;48;48;48;48
355700 Votorantim;212;212;212;237;237;237;237;237;237;237
355710 Votuporanga;205;205;205;220;205;205;205;205;205;205
410010 Abatiá;22;22;22;22;22;22;22;22;22;22
410020 Adrianópolis;3;3;3;3;3;3;3;3;3;3
410030 Agudos do Sul;8;8;8;8;8;8;8;8;8;-
410045 Altamira do Paraná;19;19;19;19;19;19;19;19;19;19
410060 Alto Paraná;20;20;20;20;20;20;20;20;20;20
410050 Altônia;39;39;39;39;39;39;39;39;39;39
410080 Alvorada do Sul;16;16;16;16;16;20;20;20;20;20
410090 Amaporã;13;13;13;13;13;13;13;13;13;13
410100 Ampére;34;34;34;34;34;34;34;34;34;34
410110 Andirá;62;62;62;62;62;62;62;62;62;62
410120 Antonina;31;31;31;31;31;31;31;31;31;31
410130 Antônio Olinto;2;2;2;2;2;2;2;2;2;2
410140 Apucarana;228;228;262;262;262;262;262;262;262;262
410150 Arapongas;388;388;428;428;428;428;428;428;428;428
410160 Arapoti;13;13;13;13;13;13;-;-;-;-
410170 Araruna;28;28;28;28;56;56;56;56;56;56
410180 Araucária;91;91;91;117;117;117;91;62;62;62
410190 Assaí;49;49;49;49;49;49;49;49;49;49
410200 Assis Chateaubriand;82;82;82;82;82;82;82;82;82;82
410210 Astorga;84;84;84;84;84;84;84;84;84;90
410220 Atalaia;10;10;10;10;10;10;10;10;10;10
410240 Bandeirantes;150;150;150;150;150;150;150;150;150;150
410250 Barbosa Ferraz;29;29;29;29;29;29;29;29;29;29
410280 Bela Vista do Paraíso;19;19;23;23;23;23;23;23;23;23
410290 Bituruna;43;43;43;43;43;43;43;43;43;43
410300 Boa Esperança;10;10;10;10;10;10;10;10;10;10
410305 Boa Vista da Aparecida;20;20;20;20;20;20;20;20;20;20
410310 Bocaiúva do Sul;11;11;11;11;11;11;11;11;11;11
410320 Bom Sucesso;29;29;29;29;29;29;29;29;29;29
410330 Borrazópolis;26;26;26;26;26;26;26;26;26;26
410360 Cambará;100;100;100;100;100;100;100;100;100;100
410370 Cambé;100;100;100;100;100;100;100;100;100;100
410390 Campina da Lagoa;50;50;50;50;50;50;50;50;50;50
410400 Campina Grande do Sul;356;356;356;356;356;356;356;356;356;356
410420 Campo Largo;1010;1010;1094;1094;1094;1094;1094;1094;1070;1070
410430 Campo Mourão;233;233;277;277;258;233;233;233;233;233
410440 Cândido de Abreu;31;31;31;31;31;31;31;31;31;31
410442 Candói;39;39;39;39;39;39;39;39;39;39
410450 Capanema;38;38;38;38;38;38;38;38;38;38
410460 Capitão Leônidas Marques;34;34;34;34;34;34;34;34;34;34
410470 Carlópolis;21;21;21;21;21;21;21;21;21;-
410480 Cascavel;1013;1013;1033;1000;996;990;949;949;949;949
410490 Castro;74;119;119;119;119;119;119;119;119;119
410510 Centenário do Sul;25;25;25;25;25;25;25;25;25;25
410520 Cerro Azul;26;26;26;26;26;26;26;26;26;26
410530 Céu Azul;36;36;36;36;36;36;36;36;36;36
410540 Chopinzinho;77;77;77;77;77;77;77;77;77;77
410550 Cianorte;152;152;152;152;155;155;169;169;155;155
410560 Cidade Gaúcha;16;16;16;16;16;16;16;16;16;16
410570 Clevelândia;56;56;56;56;56;56;56;56;56;56
410580 Colombo;119;119;119;119;119;119;119;119;119;119
410590 Colorado;101;101;101;101;101;101;101;101;101;101
410600 Congonhinhas;24;24;24;24;24;24;24;24;24;24
410610 Conselheiro Mairinck;20;20;20;20;20;20;20;20;20;20
410620 Contenda;16;16;16;16;16;16;16;16;16;16
410630 Corbélia;29;29;81;85;85;85;85;85;85;85
410640 Cornélio Procópio;216;216;216;216;216;216;216;216;216;216
410650 Coronel Vivida;67;67;67;67;67;67;67;67;67;67
410680 Cruz Machado;35;35;35;35;35;35;35;35;35;35
410660 Cruzeiro do Oeste;32;32;32;32;32;32;32;32;32;32
410670 Cruzeiro do Sul;11;11;11;11;11;11;11;11;11;11
410690 Curitiba;5623;5623;5704;5853;5846;5872;5904;5872;5970;5858
410700 Curiúva;19;19;19;19;19;19;19;19;19;19
410715 Diamante D'Oeste;15;15;15;15;15;15;15;15;15;15
410710 Diamante do Norte;19;19;19;19;19;19;19;19;19;19
410720 Dois Vizinhos;106;106;106;106;106;106;106;106;106;106
410750 Engenheiro Beltrão;36;36;36;36;36;36;33;33;33;33
410753 Entre Rios do Oeste;30;30;30;30;30;30;30;30;30;30
410760 Faxinal;30;30;30;30;30;30;30;30;30;30
410765 Fazenda Rio Grande;35;35;35;35;35;35;35;35;35;47
410775 Figueira;31;31;31;31;31;31;31;31;31;31
410790 Floresta;-;-;-;-;-;23;23;23;23;23
410800 Florestópolis;22;22;22;22;22;22;22;22;22;22
410820 Formosa do Oeste;38;38;38;38;38;38;38;38;38;38
410830 Foz do Iguaçu;401;401;438;436;436;436;428;401;401;401
410832 Francisco Alves;10;10;10;10;10;10;10;10;10;10
410840 Francisco Beltrão;273;273;262;263;263;263;262;262;262;262
410855 Godoy Moreira;10;10;10;10;10;10;10;10;10;10
410860 Goioerê;93;93;93;105;105;105;105;105;105;105
410870 Grandes Rios;26;26;26;26;26;26;26;26;26;26
410880 Guaíra;69;69;69;69;69;69;69;69;69;69
410890 Guairaçá;16;16;16;16;16;16;16;16;16;16
410900 Guapirama;15;15;15;15;15;15;15;15;15;15
410930 Guaraniaçu;81;81;81;87;88;88;88;88;88;88
410940 Guarapuava;380;380;380;389;389;429;429;429;429;434
410950 Guaraqueçaba;14;14;14;14;14;14;14;14;14;14
410960 Guaratuba;50;50;50;50;50;50;50;50;50;50
410970 Ibaiti;55;55;51;51;51;51;51;51;51;51
410975 Ibema;33;33;33;33;33;33;33;33;33;33
410980 Ibiporã;127;127;127;127;127;127;127;127;127;127
411030 Inajá;11;11;11;11;11;11;11;11;11;11
411040 Indianópolis;16;16;16;16;16;16;16;16;16;16
411050 Ipiranga;18;18;18;18;18;18;18;18;18;18
411060 Iporã;31;31;31;31;31;31;31;31;31;31
